,bacen_code,nm_serie,unit,periodicity,source,special
17984,27096,Taxa de inadimplência do MEI pessoa física por estado - Paraná,%,T,BCB-Depef,N
17985,27097,Taxa de inadimplência do MEI pessoa física por estado - Pernambuco,%,T,BCB-Depef,N
17986,27098,Taxa de inadimplência do MEI pessoa física por estado - Piauí,%,T,BCB-Depef,N
17987,27099,Taxa de inadimplência do MEI pessoa física por estado - Rio de Janeiro,%,T,BCB-Depef,N
17988,27100,Taxa de inadimplência do MEI pessoa física por estado - Rio Grande do Norte,%,T,BCB-Depef,N
17989,27101,Taxa de inadimplência do MEI pessoa física por estado - Rio Grande do Sul,%,T,BCB-Depef,N
17990,27102,Taxa de inadimplência do MEI pessoa física por estado - Rondônia,%,T,BCB-Depef,N
17991,27103,Taxa de inadimplência do MEI pessoa física por estado - Roraima,%,T,BCB-Depef,N
17992,27104,Taxa de inadimplência do MEI pessoa física por estado - Santa Catarina,%,T,BCB-Depef,N
17993,27105,Taxa de inadimplência do MEI pessoa física por estado - São Paulo,%,T,BCB-Depef,N
17994,27106,Taxa de inadimplência do MEI pessoa física por estado - Sergipe,%,T,BCB-Depef,N
17995,27107,Taxa de inadimplência do MEI pessoa física por estado - Tocantins,%,T,BCB-Depef,N
17996,27109,Taxa de juros do MEI pessoa física por faixa de renda - Total,% a.a.,T,BCB-Depef,N
17997,27110,Taxa de juros do MEI pessoa física por faixa de renda - Sem rendimento,% a.a.,T,BCB-Depef,N
17998,27111,Taxa de juros do MEI pessoa física por faixa de renda - Até 1 s.m.,% a.a.,T,BCB-Depef,N
17999,27112,Taxa de juros do MEI pessoa física por faixa de renda - Mais de 1 a 2 s.m.,% a.a.,T,BCB-Depef,N
18000,27113,Taxa de juros do MEI pessoa física por faixa de renda - Mais de 2 a 3 s.m.,% a.a.,T,BCB-Depef,N
18001,27114,Taxa de juros do MEI pessoa física por faixa de renda - Mais de 3 a 5 s.m.,% a.a.,T,BCB-Depef,N
18002,27115,Taxa de juros do MEI pessoa física por faixa de renda - Mais de 5 a 10 s.m.,% a.a.,T,BCB-Depef,N
18003,27116,Taxa de juros do MEI pessoa física por faixa de renda - Mais de 10 a 20 s.m.,% a.a.,T,BCB-Depef,N
18004,27117,Taxa de juros do MEI pessoa física por faixa de renda - Acima de 20 s.m.,% a.a.,T,BCB-Depef,N
18005,27118,Taxa de juros do MEI pessoa física por região - Norte,% a.a.,T,BCB-Depef,N
18006,27119,Taxa de juros do MEI pessoa física por região - Nordeste,% a.a.,T,BCB-Depef,N
18007,27120,Taxa de juros do MEI pessoa física por região - Centro-Oeste,% a.a.,T,BCB-Depef,N
18008,27121,Taxa de juros do MEI pessoa física por região - Sudeste,% a.a.,T,BCB-Depef,N
18009,27122,Taxa de juros do MEI pessoa física por região - Sul,% a.a.,T,BCB-Depef,N
18010,27123,Taxa de juros do MEI pessoa física por estado - Acre,% a.a.,T,BCB-Depef,N
18011,27124,Taxa de juros do MEI pessoa física por estado - Alagoas,% a.a.,T,BCB-Depef,N
18012,27125,Taxa de juros do MEI pessoa física por estado - Amazonas,% a.a.,T,BCB-Depef,N
18013,27126,Taxa de juros do MEI pessoa física por estado - Amapá,% a.a.,T,BCB-Depef,N
18014,27127,Taxa de juros do MEI pessoa física por estado - Bahia,% a.a.,T,BCB-Depef,N
18015,27128,Taxa de juros do MEI pessoa física por estado - Ceará,% a.a.,T,BCB-Depef,N
18016,27129,Taxa de juros do MEI pessoa física por estado - Distrito Federal,% a.a.,T,BCB-Depef,N
18017,27130,Taxa de juros do MEI pessoa física por estado - Espírito Santo,% a.a.,T,BCB-Depef,N
18018,27131,Taxa de juros do MEI pessoa física por estado - Goiás,% a.a.,T,BCB-Depef,N
18019,27132,Taxa de juros do MEI pessoa física por estado - Maranhão,% a.a.,T,BCB-Depef,N
18020,27133,Taxa de juros do MEI pessoa física por estado - Minas Gerais,% a.a.,T,BCB-Depef,N
18021,27134,Taxa de juros do MEI pessoa física por estado - Mato Grosso do Sul,% a.a.,T,BCB-Depef,N
18022,27135,Taxa de juros do MEI pessoa física por estado - Mato Grosso,% a.a.,T,BCB-Depef,N
18023,27136,Taxa de juros do MEI pessoa física por estado - Pará,% a.a.,T,BCB-Depef,N
18024,27137,Taxa de juros do MEI pessoa física por estado - Paraíba,% a.a.,T,BCB-Depef,N
18025,27138,Taxa de juros do MEI pessoa física por estado - Pernambuco,% a.a.,T,BCB-Depef,N
18026,27139,Taxa de juros do MEI pessoa física por estado - Piauí,% a.a.,T,BCB-Depef,N
18027,27140,Taxa de juros do MEI pessoa física por estado - Paraná,% a.a.,T,BCB-Depef,N
18028,27141,Taxa de juros do MEI pessoa física por estado - Rio de Janeiro,% a.a.,T,BCB-Depef,N
18029,27142,Taxa de juros do MEI pessoa física por estado - Rio Grande do Norte,% a.a.,T,BCB-Depef,N
18030,27143,Taxa de juros do MEI pessoa física por estado - Rondônia,% a.a.,T,BCB-Depef,N
18031,27144,Taxa de juros do MEI pessoa física por estado - Roraima,% a.a.,T,BCB-Depef,N
18032,27145,Taxa de juros do MEI pessoa física por estado - Rio Grande do Sul,% a.a.,T,BCB-Depef,N
18033,27146,Taxa de juros do MEI pessoa física por estado - Santa Catarina,% a.a.,T,BCB-Depef,N
18034,27147,Taxa de juros do MEI pessoa física por estado - Sergipe,% a.a.,T,BCB-Depef,N
18035,27148,Taxa de juros do MEI pessoa física por estado - São Paulo,% a.a.,T,BCB-Depef,N
18036,27149,Taxa de juros do MEI pessoa física por estado - Tocantins,% a.a.,T,BCB-Depef,N
18037,27152,Taxa de juros do MEI pessoa física por modalidade de crédito - Adiantamentos a depositantes,% a.a.,T,BCB-Depef,N
18038,27153,Taxa de juros do MEI pessoa física por modalidade de crédito - Antecipação de fatura de cartão de crédito,% a.a.,T,BCB-Depef,N
18039,27154,Taxa de juros do MEI pessoa física por modalidade de crédito - Aquisição de bens - outros bens,% a.a.,T,BCB-Depef,N
18040,27155,Taxa de juros do MEI pessoa física por modalidade de crédito - Aquisição de bens - veículos automotores,% a.a.,T,BCB-Depef,N
18041,27156,Taxa de juros do MEI pessoa física por modalidade de crédito - Aquisição de bens com interveniência - outros bens,% a.a.,T,BCB-Depef,N
18042,27157,Taxa de juros do MEI pessoa física por modalidade de crédito - Arrendamento financeiro,% a.a.,T,BCB-Depef,N
18043,27158,Taxa de juros do MEI pessoa física por modalidade de crédito - Arrendamento financeiro de veículos automotores até 2 toneladas,% a.a.,T,BCB-Depef,N
18044,27159,Taxa de juros do MEI pessoa física por modalidade de crédito - Arrendamento operacional,% a.a.,T,BCB-Depef,N
18045,27160,Taxa de juros do MEI pessoa física por modalidade de crédito - Avais e fianças honrados,% a.a.,T,BCB-Depef,N
18046,27161,Taxa de juros do MEI pessoa física por modalidade de crédito - Capital de giro com prazo de vencimento até 365 dias,% a.a.,T,BCB-Depef,N
18047,27162,Taxa de juros do MEI pessoa física por modalidade de crédito - Capital de giro com prazo de vencimento superior a 365 dias,% a.a.,T,BCB-Depef,N
18048,27164,Taxa de juros do MEI pessoa física por modalidade de crédito - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão,% a.a.,T,BCB-Depef,N
18049,27166,Taxa de juros do MEI pessoa física por modalidade de crédito - Cheque especial,% a.a.,T,BCB-Depef,N
18050,27167,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento rural - comercialização,% a.a.,T,BCB-Depef,N
18051,27168,Taxa de juros do MEI pessoa física por modalidade de crédito - Compror,% a.a.,T,BCB-Depef,N
18052,27169,Taxa de juros do MEI pessoa física por modalidade de crédito - Conta Garantia,% a.a.,T,BCB-Depef,N
18053,27170,Taxa de juros do MEI pessoa física por modalidade de crédito - Crédito pessoal - com consignação em folha de pagam.,% a.a.,T,BCB-Depef,N
18054,27171,Taxa de juros do MEI pessoa física por modalidade de crédito - Crédito pessoal - sem consignação em folha de pagam.,% a.a.,T,BCB-Depef,N
18055,27172,Taxa de juros do MEI pessoa física por modalidade de crédito - Crédito rotativo vinculado a cartão de crédito,% a.a.,T,BCB-Depef,N
18056,27173,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento rural – custeio,% a.a.,T,BCB-Depef,N
18057,27174,Taxa de juros do MEI pessoa física por modalidade de crédito - Desconto de cheques,% a.a.,T,BCB-Depef,N
18058,27175,Taxa de juros do MEI pessoa física por modalidade de crédito - Desconto de duplicatas,% a.a.,T,BCB-Depef,N
18059,27176,Taxa de juros do MEI pessoa física por modalidade de crédito - Devedores por compra de valores e bens,% a.a.,T,BCB-Depef,N
18060,27178,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento de projeto,% a.a.,T,BCB-Depef,N
18061,27179,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento de TVM,% a.a.,T,BCB-Depef,N
18062,27180,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento habitacional - carteira hipotecária,% a.a.,T,BCB-Depef,N
18063,27181,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento habitacional - SFH,% a.a.,T,BCB-Depef,N
18064,27182,"Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento imobiliário - empreendim, exceto habitac.",% a.a.,T,BCB-Depef,N
18065,27183,Taxa de juros do MEI pessoa física por modalidade de crédito - Home Equity,% a.a.,T,BCB-Depef,N
18066,27184,Taxa de juros do MEI pessoa física por modalidade de crédito - Financiamento rural - investimento,% a.a.,T,BCB-Depef,N
18067,27185,Taxa de juros do MEI pessoa física por modalidade de crédito - Microcrédito,% a.a.,T,BCB-Depef,N
18068,27186,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros com característica de crédito,% a.a.,T,BCB-Depef,N
18069,27187,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros direitos creditórios descontados,% a.a.,T,BCB-Depef,N
18070,27188,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros empréstimos,% a.a.,T,BCB-Depef,N
18071,27189,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros financiamentos,% a.a.,T,BCB-Depef,N
18072,27190,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros financiamentos à exportação,% a.a.,T,BCB-Depef,N
18073,27191,Taxa de juros do MEI pessoa física por modalidade de crédito - Outros títulos descontados,% a.a.,T,BCB-Depef,N
18074,27192,Taxa de juros do MEI pessoa física por modalidade de crédito - Recebíveis adquiridos,% a.a.,T,BCB-Depef,N
18075,27193,Taxa de juros do MEI pessoa física por modalidade de crédito - Títulos e créditos a receber,% a.a.,T,BCB-Depef,N
18076,27194,Taxa de juros do MEI pessoa física por modalidade de crédito - Vendor,% a.a.,T,BCB-Depef,N
18077,27195,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Financiamento habitacional - carteira hipotecária,%,T,SCR,N
18078,27196,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Financiamento habitacional - SFH,%,T,SCR,N
18079,27197,"Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Financiamento imobiliário - empreendim, exceto habitac.",%,T,SCR,N
18080,27198,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Home Equity,%,T,SCR,N
18081,27199,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Financiamento rural - investimento,%,T,SCR,N
18082,27200,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Microcrédito,%,T,SCR,N
18083,27201,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros com característica de crédito,%,T,SCR,N
18084,27202,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros direitos creditórios descontados,%,T,SCR,N
18085,27203,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros empréstimos,%,T,SCR,N
18086,27204,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros financiamentos,%,T,SCR,N
18087,27205,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros financiamentos à exportação,%,T,SCR,N
18088,27206,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Outros títulos descontados,%,T,SCR,N
18089,27207,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Recebíveis adquiridos,%,T,SCR,N
18090,27208,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Títulos e créditos a receber,%,T,SCR,N
18091,27209,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Vendor,%,T,SCR,N
18092,27210,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Adiantamento sobre cambiais entregues,%,T,SCR,N
18093,27211,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Adiantamento sobre contratos de câmbio,%,T,SCR,N
18094,27212,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Adiantamentos a depositantes,%,T,SCR,N
18095,27213,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Antecipação de fatura de cartão de crédito,%,T,SCR,N
18096,27214,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Aquisição de bens - outros bens,%,T,SCR,N
18097,27215,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Aquisição de bens - veículos automotores,%,T,SCR,N
18098,27216,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Aquisição de bens com interveniência - outros bens,%,T,SCR,N
18099,27217,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - ARO - adiantamento de receitas orçamentárias,%,T,SCR,N
18100,27218,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Arrendamento financeiro,%,T,SCR,N
18101,27219,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Arrendamento financeiro de veículos automotores até 2 toneladas,%,T,SCR,N
18102,27220,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Arrendamento financeiro imobiliário,%,T,SCR,N
18103,27221,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Arrendamento operacional,%,T,SCR,N
18104,27222,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Avais e fianças honrados,%,T,SCR,N
18105,27223,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Capital de giro com prazo de vencimento até 365 dias,%,T,SCR,N
18106,27224,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Capital de giro com prazo de vencimento inferior a 30 d,%,T,SCR,N
18107,27225,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Capital de giro com prazo de vencimento superior a 365 dias,%,T,SCR,N
18108,27226,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Capital de giro com prazo vencim. igual ou superior 30 d,%,T,SCR,N
18109,27228,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Cartão de crédito - compra à vista e parcelado lojista,%,T,SCR,N
18110,27229,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão,%,T,SCR,N
18111,27231,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Cheque especial,%,T,SCR,N
18112,27232,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Cheque especial e conta garantida,%,T,SCR,N
18113,27233,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Financiamento rural - comercialização,%,T,SCR,N
18114,27234,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Compror,%,T,SCR,N
18115,27235,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Conta Garantia,%,T,SCR,N
18116,27236,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Créd decorrentes de contratos de exportação-export note,%,T,SCR,N
18117,27237,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Crédito rotativo vinculado a cartão de crédito,%,T,SCR,N
18118,27238,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Financiamento rural - custeio,%,T,SCR,N
18119,27239,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Desconto de cheques,%,T,SCR,N
18120,27240,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Desconto de duplicatas,%,T,SCR,N
18121,27241,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Devedores por compra de valores e bens,%,T,SCR,N
18122,27242,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Financiamento à exportação,%,T,SCR,N
18123,27243,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Financiamento à importação,%,T,SCR,N
18124,27244,Taxa de inadimplência de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos livres - Financiamento de infraestrutura e desenvolvimento,%,T,SCR,N
18125,27246,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão,% a.a.,T,SCR,N
18126,27248,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Cheque especial,% a.a.,T,SCR,N
18127,27249,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento rural - comercialização,% a.a.,T,SCR,N
18128,27250,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Compror,% a.a.,T,SCR,N
18129,27251,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Conta Garantia,% a.a.,T,SCR,N
18130,27253,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Crédito rotativo vinculado a cartão de crédito,% a.a.,T,SCR,N
18131,27254,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento rural - custeio,% a.a.,T,SCR,N
18132,27255,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Desconto de cheques,% a.a.,T,SCR,N
18133,27256,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Desconto de duplicatas,% a.a.,T,SCR,N
18134,27257,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Devedores por compra de valores e bens,% a.a.,T,SCR,N
18135,27258,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento à exportação,% a.a.,T,SCR,N
18136,27259,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento à importação,% a.a.,T,SCR,N
18137,27261,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento de projeto,% a.a.,T,SCR,N
18138,27262,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento de TVM,% a.a.,T,SCR,N
18139,27263,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento habitacional - carteira hipotecária,% a.a.,T,SCR,N
18140,27265,"Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento imobiliário - empreendim, exceto habitac.",% a.a.,T,SCR,N
18141,27266,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Home Equity,% a.a.,T,SCR,N
18142,27267,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Financiamento rural - investimento,% a.a.,T,SCR,N
18143,27268,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Microcrédito,% a.a.,T,SCR,N
18144,27269,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros com característica de crédito,% a.a.,T,SCR,N
18145,27270,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros direitos creditórios descontados,% a.a.,T,SCR,N
18146,27271,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros empréstimos,% a.a.,T,SCR,N
18147,27272,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros financiamentos,% a.a.,T,SCR,N
18148,27273,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros financiamentos à exportação,% a.a.,T,SCR,N
18149,27274,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros financiamentos com interveniência,% a.a.,T,SCR,N
18150,27275,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Outros títulos descontados,% a.a.,T,SCR,N
18151,27276,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Recebíveis adquiridos,% a.a.,T,SCR,N
18152,27277,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Títulos e créditos a receber,% a.a.,T,SCR,N
18153,27278,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - microempresa - Recursos livres - Vendor,% a.a.,T,SCR,N
18154,27280,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Antecipação de fatura de cartão de crédito,% a.a.,T,SCR,N
18155,27281,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Aquisição de bens - outros bens,% a.a.,T,SCR,N
18156,27282,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Aquisição de bens - veículos automotores,% a.a.,T,SCR,N
18157,27283,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Arrendamento financeiro,% a.a.,T,SCR,N
18158,27284,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Arrendamento financeiro de veículos automotores até 2 toneladas,% a.a.,T,SCR,N
18159,27285,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Arrendamento operacional,% a.a.,T,SCR,N
18160,27286,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Avais e fianças honrados,% a.a.,T,SCR,N
18161,27287,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Capital de giro com prazo de vencimento até 365 dias,% a.a.,T,SCR,N
18162,27288,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Capital de giro com prazo de vencimento superior a 365 dias,% a.a.,T,SCR,N
18163,27289,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Cartão de crédito - compra ou fatura parcelada pela instituição financeira emitente do cartão,% a.a.,T,SCR,N
18164,27291,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Financiamento rural - comercialização,% a.a.,T,SCR,N
18165,27293,Taxa de juros de pessoa jurídica por origem dos recursos e modalidade de crédito - pequeno porte - Recursos direcionados - Crédito rotativo vinculado a cartão de crédito,% a.a.,T,SCR,N
18166,27307,Quantidade de Microempreendedores Individuais (MEIs) com relacionamento bancário na pessoa jurídica,Unidades (milhões),A,BCB-Depef,N
18167,27308,Quantidade de tomadores de crédito pessoa jurídica do tipo microempreendedor individual (MEI),Unidades (mil),T,BCB-Depef,N
18168,27309,Saldo de crédito de pessoa jurídica do tipo microempreendedor individual (MEI),R$ (milhões),T,BCB-Depef,N
18169,27310,Quantidade de operações de crédito de pessoa jurídica do tipo microempreendedor individual (MEI),Unidades (milhões),T,BCB-Depef,N
18170,27311,Valor médio das operações de crédito de pessoa jurídica do tipo microempreendedor individual (MEI),R$,T,BCB-Depef,N
18171,27312,Saldo de crédito por faixa de valor - MEI - Menor que 1 mil,R$ (milhões),T,BCB-Depef,N
18172,27313,Saldo de crédito por faixa de valor - MEI - De 1 mil a 5 mil,R$ (milhões),T,BCB-Depef,N
18173,27314,Saldo de crédito por faixa de valor - MEI - De 5 mil a 10 mil,R$ (milhões),T,BCB-Depef,N
18174,27315,Saldo de crédito por faixa de valor - MEI - De 10 mil a 50 mil,R$ (milhões),T,BCB-Depef,N
18175,27316,Saldo de crédito por faixa de valor - MEI - De 50 mil a 100 mil,R$ (milhões),T,BCB-Depef,N
18176,27317,Saldo de crédito por faixa de valor - MEI - Acima de 100 mil,R$ (milhões),T,BCB-Depef,N
18177,27318,Saldo de crédito por prazo - MEI - até 1 ano,R$ (milhões),T,BCB-Depef,N
18178,27319,Saldo de crédito por prazo - MEI - maior que 1 a 2 anos,R$ (milhões),T,BCB-Depef,N
18179,27320,Saldo de crédito por prazo - MEI - maior que 2 a 5 anos,R$ (milhões),T,BCB-Depef,N
18180,27321,Saldo de crédito por prazo - MEI - acima de 5 anos,R$ (milhões),T,BCB-Depef,N
18181,27322,Saldo de crédito por região - MEI - Norte,R$ (milhões),T,BCB-Depef,N
18182,27323,Saldo de crédito por região - MEI - Nordeste,R$ (milhões),T,BCB-Depef,N
18183,27324,Saldo de crédito por região - MEI - Centro-Oeste,R$ (milhões),T,BCB-Depef,N
18184,27325,Saldo de crédito por região - MEI - Sudeste,R$ (milhões),T,BCB-Depef,N
18185,27326,Saldo de crédito por região - MEI - Sul,R$ (milhões),T,BCB-Depef,N
18186,27327,Saldo de crédito por estado - MEI - Acre,R$ (milhões),T,BCB-Depef,N
18187,27328,Saldo de crédito por estado - MEI - Alagoas,R$ (milhões),T,BCB-Depef,N
18188,27329,Saldo de crédito por estado - MEI - Amazonas,R$ (milhões),T,BCB-Depef,N
18189,27330,Saldo de crédito por estado - MEI - Amapá,R$ (milhões),T,BCB-Depef,N
18190,27331,Saldo de crédito por estado - MEI - Bahia,R$ (milhões),T,BCB-Depef,N
