,bacen_code,nm_serie,unit,periodicity,source,special
612,682,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
613,683,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
614,684,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
615,685,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
616,686,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
617,687,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
618,688,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
619,689,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
620,690,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
621,691,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica,Dias,M,Sisbacen PESP300,N
622,692,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Aquisição de bens - Pessoa jurídica - Taxa total,% a.d.,D,Sisbacen PESP300,N
623,693,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
624,694,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
625,695,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
626,696,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
627,697,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
628,698,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
629,699,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
630,700,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
631,701,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
632,702,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
633,703,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
634,704,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica,Dias,M,Sisbacen PESP300,N
635,705,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Aquisição de bens - Pessoa jurídica - Taxa total,% a.d.,D,Sisbacen PESP300,N
636,706,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
637,707,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
638,708,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
639,709,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
640,710,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
641,711,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
642,712,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
643,713,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
644,714,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
645,715,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
646,716,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor,Dias,M,Sisbacen PESP300,N
647,717,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
648,718,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
649,719,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
650,720,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
651,721,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
652,722,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
653,723,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
654,724,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
655,725,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
656,726,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
657,727,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor,Dias,M,Sisbacen PESP300,N
658,728,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
659,729,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
660,730,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
661,731,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
662,732,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
663,733,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
664,734,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
665,735,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
666,736,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
667,737,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
668,738,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
669,739,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor,Dias,M,Sisbacen PESP300,N
670,740,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Vendor - Taxa total,% a.d.,D,Sisbacen PESP300,N
671,741,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
672,742,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor,u.m.c. (mil),D,Sisbacen PESP300,N
673,743,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
674,744,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
675,745,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
676,746,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
677,747,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
678,748,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
679,749,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
680,750,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
681,751,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
682,752,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor,Dias,M,Sisbacen PESP300,N
683,753,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Vendor - Taxa total,% a.d.,D,Sisbacen PESP300,N
684,754,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC),u.m.c. (mil),D,Sisbacen PESP300,N
685,755,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
686,756,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
687,757,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
688,758,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
689,759,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
690,760,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
691,761,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
692,762,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
693,763,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
694,764,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC),Dias,M,Sisbacen PESP300,N
695,765,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes,u.m.c. (mil),D,Sisbacen PESP300,N
696,766,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
697,767,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
698,768,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
699,769,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
700,770,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
701,771,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
702,772,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
703,773,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
704,774,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
705,775,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes,Dias,M,Sisbacen PESP300,N
706,776,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos,u.m.c. (mil),D,Sisbacen PESP300,N
707,777,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
708,778,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
709,779,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
710,780,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
711,781,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
712,782,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
713,783,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
714,784,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
715,785,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
716,786,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos,Dias,M,Sisbacen PESP300,N
717,787,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
718,788,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
719,789,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
720,790,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
721,791,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
722,792,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
723,793,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
724,794,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
725,795,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
726,796,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
727,797,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica,Dias,M,Sisbacen PESP300,N
728,798,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros,u.m.c. (mil),D,Sisbacen PESP300,N
729,799,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
730,800,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
731,801,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
732,802,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros- Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
733,803,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
734,804,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
735,805,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
736,806,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
737,807,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
738,808,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações o outros,Dias,M,Sisbacen PESP300,N
739,809,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
740,810,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
741,811,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
742,812,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
743,813,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
744,814,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
745,815,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
746,816,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
747,817,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
748,818,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
749,819,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
750,820,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica,Dias,M,Sisbacen PESP300,N
751,821,Operações de crédito com recursos livres referenciais para taxa de juros (flutuante) - Outras operações - Pessoa jurídica - Taxa total,% a.d.,D,Sisbacen PESP300,N
752,822,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
753,823,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
754,824,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
755,825,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
756,826,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
757,827,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
758,828,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
759,829,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
760,830,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
761,831,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
762,832,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
763,833,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica,Dias,M,Sisbacen PESP300,N
764,834,Operações de crédito com recursos livres referenciais para taxa de juros (base em índices de preços) - Outras operações - Pessoa jurídica - Taxa total,% a.d.,D,Sisbacen PESP300,N
765,835,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial,u.m.c. (mil),D,Sisbacen PESP300,N
766,836,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
767,837,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
768,838,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
769,839,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Saldo com atraso maior que 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
770,840,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa referente aos juros,% a.d.,D,Sisbacen PESP300,N
771,841,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa referente aos encargos fiscais,% a.d.,D,Sisbacen PESP300,N
772,842,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa referente aos encargos operacionais,% a.d.,D,Sisbacen PESP300,N
773,843,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa contratual mínima,% a.d.,D,Sisbacen PESP300,N
774,844,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa contratual máxima,% a.d.,D,Sisbacen PESP300,N
775,845,Prazo médio das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial,Dias,M,Sisbacen PESP300,N
776,846,Concessões das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial,u.m.c. (mil),D,Sisbacen PESP300,N
777,847,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Saldo sem atraso,u.m.c. (mil),M,Sisbacen PESP300,N
778,848,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Saldo com atraso de 15 a 30 dias,u.m.c. (mil),M,Sisbacen PESP300,N
779,849,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Saldo com atraso de 31 a 90 dias,u.m.c. (mil),M,Sisbacen PESP300,N
